drugCode,productCategorization,class,DIN,brandName,descriptor,pediatricFlag,accessionNumber,numberOfAIs,lastUpdateDate,aIGroupNumber
"12256","","Human","00761850","DOPAMINE HCL 0.8MG/ML DEXTROSE 5% INJ USP","","N","73323","2","06-FEB-2008","0217918001"
"12257","","Human","00627739","ODAN-PILOCARPINE","","N","73324","1","06-OCT-2015","0107358005"
"12258","","Human","00627747","ODAN-PILOCARPINE","","N","73325","1","06-OCT-2015","0107358003"
"12259","","Human","00627755","ODAN-PILOCARPINE","","N","73326","1","06-OCT-2015","0107358002"
"12261","","Human","00872644","AMPICILLIN SODIUM FOR INJECTION, USP","","N","73331","1","29-APR-2015","0105872002"
"12262","","Human","00872652","AMPICILLIN SODIUM FOR INJECTION, USP","","N","73332","1","29-APR-2015","0105872001"
"12265","","Human","00832162","ODAN-GENTAMICIN","","N","73335","1","24-SEP-2015","0131227005"
"12266","","Human","01923986","SOLARCAINE FIRST AID LIDOCAINE SPRAY","","N","73337","1","13-MAY-2015","0103565006"
"12267","","Human","01933345","AMPICILLIN SODIUM FOR INJECTION, USP","","N","73338","1","29-APR-2015","0105872003"
"12268","","Human","01933353","AMPICILLIN SODIUM FOR INJECTION, USP","","N","73339","1","29-APR-2015","0105872005"
"12272","","Human","01925350","TARO-SONE CREAM 0.05%","","N","73344","1","24-JAN-2006","0110156002"
"12288","","Disinfectant","01945483","GERMIST","","N","73376","3","29-APR-2015","0309109001"
"12289","","Disinfectant","01945440","GERMIFOAM","","N","73377","2","28-MAY-2014","0205019015"
"12329","","Veterinary","00824259","DIHEXAMIN TEAT DIP","","N","73419","1","05-MAY-2015","0107629016"
"1233","","Human","00226327","FIORINAL","","N","37707","3","01-DEC-2015","0301241001"
"12331","","Human","01947664","ACCUPRIL 5MG TAB","","N","73422","1","05-MAY-2015","0123206001"
"12332","","Human","01947672","ACCUPRIL TAB 10MG","","N","73423","1","05-MAY-2015","0123206002"
"12333","","Human","01947680","ACCUPRIL TAB 20MG","","N","73424","1","05-MAY-2015","0123206003"
"12334","","Human","01947699","ACCUPRIL TAB 40MG","","N","73425","1","26-JUL-2010","0123206004"
"1234","","Veterinary","00226432","PHENYLBUTAZONE INJ 200MG/ML","","N","37723","1","24-JUN-1999","0103526002"
"12343","","Human","00883751","PENICILLIN G SODIUM FOR INJECTION, USP","","N","73434","1","29-APR-2015","0105887001"
"12344","","Human","00830275","DOCUSATE CALCIUM CAP 240MG","","N","73435","1","02-OCT-2010","0117478001"
"12345","","Human","00821772","D-TABS 10000UNIT","","N","73436","1","29-MAY-2015","0108504006"
"1235","","Human","00226882","SARAPIN","","N","37780","1","18-NOV-2009","0108876007"
"1239","","Human","00037826","SODIUM CHLORIDE IRRIGATION 9MG/ML","","N","37933","1","08-JAN-2013","0100053002"
"12394","","Human","01930672","PENICILLIN G SODIUM FOR INJECTION, USP","","N","73486","1","24-AUG-2015","0105887003"
"12395","","Human","01930680","PENICILLIN G SODIUM FOR INJECTION, USP","","N","73487","1","29-APR-2015","0105887002"
"12396","","Disinfectant","01933663","PATHEX DISINFECTANT SOLUTION","","N","73488","2","13-AUG-2009","0213136002"
"12398","","Disinfectant","01946390","PRESEPT DISINFECTANT TABLETS 2.5G","","N","73492","1","11-SEP-2013","0109236008"
"12399","","Disinfectant","01946404","PRESEPT DISINFECTANT TABLETS 5G","","N","73493","1","11-SEP-2013","0109236007"
"12400","","Disinfectant","01946978","PRESEPT DISINFECTANT TABLETS 0.5G","","N","73494","1","09-OCT-2013","0109236004"
"12403","","Disinfectant","01962086","BUCKEYE SANICARE QUAT-128 LIQ","","N","73498","2","29-SEP-2010","0213172003"
"12404","","Disinfectant","01962116","BUCKEYE SANICARE QUAT-256 LIQ","","N","73499","2","29-SEP-2010","0213172005"
"12405","","Disinfectant","01962108","BUCKEYE SANICARE PINE QUAT","","N","73500","2","29-SEP-2010","0213172006"
"12406","","Disinfectant","01962078","BUCKEYE SANICARE MINT QUAT LIQ","","N","73501","2","29-SEP-2010","0213172006"
"12407","","Disinfectant","01962051","BUCKEYE SANICARE LEMON QUAT LIQ","","N","73502","2","29-SEP-2010","0213172006"
"12408","","Disinfectant","01914243","ULTRA SWIPES DISINFECTANT DISPOSABLE CLOTH","","N","73503","3","29-SEP-2010","0321564001"
"12410","","Human","01944711","BENYLIN DM-D","","N","73505","2","29-APR-2015","0214697001"
"12411","","Human","01944738","BENYLIN DM SYR","","N","73506","1","29-APR-2015","0100807001"
"12412","","Human","01958836","ACETAMINOPHEN ORAL SOL FOR CHILDREN USP","","N","73507","1","20-OCT-2002","0102009005"
"12417","","Human","00878189","PMS-CYCLOPENTOLATE HCL OPH SOLUTION 1%","","N","73513","1","05-FEB-2008","0108675001"
"12419","","Human","01926306","PANECTYL TAB 2.5MG","","N","73515","1","13-JAN-2015","0106200001"
"12421","","Human","01926543","SECTRAL","","N","73517","1","27-JUL-2010","0131282001"
"12422","","Human","01926551","SECTRAL","","N","73518","1","27-JUL-2010","0131282003"
"12423","","Human","01926578","SECTRAL","","N","73519","1","27-JUL-2010","0131282002"
"12425","","Human","01926772","NEULEPTIL 10MG CAPSULES","","N","73521","1","23-NOV-2005","0106194001"
"12426","","Human","01926799","IMOVANE 7.5 - TAB 7.5MG","","N","73522","1","06-AUG-2007","0122562001"
"12430","","Human","01937219","NOVAMILOR","","N","73526","2","05-MAY-2015","0213868001"
"12434","","Human","01912410","CLOXACILLIN SODIUM FOR INJECTION","","N","73530","1","29-APR-2015","0105904004"
"12435","","Human","01912429","CLOXACILLIN SODIUM FOR INJECTION","","N","73531","1","29-APR-2015","0105904002"
"12437","","Human","01927639","MAJEPTIL TAB 10MG","","N","73534","1","05-MAY-2015","0148782001"
"12449","","Human","01944762","BENYLIN DM-E SYR","","N","73550","2","29-APR-2015","0200826001"
"12451","","Human","01934198","TEVA-PRAZOSIN","","N","73556","1","05-MAY-2015","0111527001"
"12452","","Human","01934201","TEVA-PRAZOSIN","","N","73557","1","05-MAY-2015","0111527002"
"12453","","Human","01934228","TEVA-PRAZOSIN","","N","73558","1","05-MAY-2015","0111527003"
"12455","","Human","01958100","CARDURA-1 TAB 1MG","","N","73560","1","26-JAN-2013","0131431001"
"12456","","Human","01958097","CARDURA-2 TAB 2MG","","N","73561","1","25-JAN-2013","0131431003"
"12457","","Human","01958119","CARDURA-4 TAB 4MG","","N","73562","1","05-MAY-2015","0131431002"
"12458","","Human","00851779","PLENDIL 5 MG","","N","73563","1","03-AUG-2007","0121733002"
"12459","","Human","00851787","PLENDIL 10 MG","","N","73564","1","03-AUG-2007","0121733001"
"12461","","Human","00899771","SINUS MEDICATION EXTRA STRENGTH DAYTIME","","N","73566","2","29-APR-2015","0216113003"
"12473","","Veterinary","01927027","DORMOSEDAN","","N","73588","1","13-MAY-2014","0119703001"
"12474","","Human","01968017","NEUPOGEN","VIALS","N","73589","1","23-JAN-2014","0123525001"
"1248","","Human","00229636","LARGAL ULTRA","","N","38140","2","28-OCT-2015","0206866001"
"12504","","Human","01944746","BENYLIN DM-D FOR CHILDREN","","N","73619","2","29-APR-2015","0214697002"
"1253","","Human","00037621","NITROSTAT SLT 0.6MG","","N","38203","1","16-JAN-2006","0103615022"
"1254","","Human","00037613","NITROSTAT SLT 0.3MG","","N","38204","1","16-JAN-2006","0103615002"
"12540","CAT IV - ANTISEPTIC SKIN CLEANSERS","Veterinary","00878766","DELLA-PRETECH PLUS","PRE AND POST MILKING TEAT DIP","N","73657","2","19-DEC-2011","0231877005"
"12544","","Human","01926489","VITAMIN A ACID 0.05% GEL","","N","73664","1","22-OCT-2013","0112395001"
"12549","","Human","01927744","PARSITAN 50MG","","N","73669","1","22-SEP-2008","0106207001"
"12556","","Disinfectant","01962000","RELIABLE DETERRENT 25 DIS CL LIQ","","N","73682","2","29-SEP-2010","0205019002"
"1256","LS - DIMENHYDRINATE","Human","00230197","GRAVOL KIDS LIQUID","","N","38220","1","29-APR-2015","0102747007"
"12562","","Veterinary","01944010","HEMO-15","","N","73690","14","14-JAN-2010","1416453003"
"12565","","Human","01904132","ACETAMINOPHEN TABLETS EXTRA STRENGTH","","N","73702","1","25-JAN-2011","0102009002"
"12568","","Human","01959212","HUMULIN 30/70 CARTRIDGE","","N","73705","2","18-APR-2016","0223312003"
"12569","","Human","01959220","HUMULIN R CARTRIDGE","","N","73706","1","29-APR-2015","0123340001"
"12570","","Human","01959239","HUMULIN N (CARTRIDGE)","","N","73707","1","27-SEP-2013","0123341001"
"12572","","Human","00726338","PMS FLUPHENAZINE TAB 1MG","","N","73709","1","06-JUN-2008","0106171001"
"12573","","Human","00726346","PMS FLUPHENAZINE TAB 2MG","","N","73710","1","06-JUN-2008","0106171004"
"12574","","Human","00726354","PMS FLUPHENAZINE TAB 5MG","","N","73711","1","06-JUN-2008","0106171003"
"12575","","Human","00885533","YOHIMBINE HYDROCHLORIDE TAB 2MG","","N","73712","1","27-APR-2009","0117123002"
"126","","Veterinary","00097098","DEWORMER LIQ 12.4%","","N","04436","1","01-OCT-2010","0101988001"
"12601","","Human","01927817","ROVAMYCINE 500 CAPSULE 1500000 UNIT","","N","73750","1","20-AUG-2009","0105795001"
"12620","","Human","01952129","EXPECTORANT SYRUP (SUCROSE FREE)","","N","73777","1","29-APR-2015","0103181002"
"12621","","Human","01952137","DM SYRUP (SUCROSE FREE)","","N","73778","1","29-APR-2015","0100807001"
"12625","","Human","01962388","COCAINE HYDROCHLORIDE TOP SOL 40MG/ML","","N","73782","1","29-APR-2015","0103839001"
"1263","","Human","00037427","NOVO-TRIPTYN TAB 50MG","","N","38310","1","26-FEB-2002","0101524003"
"12639","","Human","01977873","GERMICIDAL HAND SOAP LIQ 0.6%","","N","73804","1","13-JUL-2011","0106942007"
"1264","","Human","00037419","NOVO-TRIPTYN TAB 25MG","","N","38311","1","26-FEB-2002","0101524002"
"12640","","Human","00739839","SANDOZ DEXAMETHASONE","","N","73805","1","30-APR-2015","0131220004"
"12644","","Human","00861383","PMS-CHLORAMPHENICOL OPHTHALMIC SOLN 0.5%","","N","73809","1","05-FEB-2008","0151341006"
"12645","","Human","00884154","LIDOCAINE HYDROCHLORIDE INJECTION USP 1%","","N","73810","1","23-OCT-2015","0101280004"
"12646","","Human","00894605","HEPARIN SODIUM 25000UNIT/500ML IN 5% DEXTR INJ","","N","73812","1","29-NOV-2007","0104596005"
"12647","","Human","00894648","HEPARIN SODIUM 20000UNIT/500ML IN DEXT 5% INJ","","N","73813","1","29-NOV-2007","0104596010"
"12648","","Human","01901915","LIDOCAINE HYDROCHLORIDE 2% AND EPINEPHRINE 1:100 000 INJECTION USP","","N","73814","2","29-OCT-2015","0201284005"
"12649","","Human","01901958","LIDOCAINE HYDROCHLORIDE 1% AND EPINEPHRINE 1:100 000 INJECTION USP","","N","73815","2","23-OCT-2015","0201284001"
"1265","","Human","00037400","NOVO-TRIPTYN TAB 10MG","","N","38312","1","16-OCT-2014","0101524001"
"12650","","Human","01923846","VASOTEC IV","","N","73817","1","14-JAN-2010","0118001001"
"12651","","Human","01926292","PANECTYL TAB 5MG","","N","73818","1","13-JAN-2015","0106200003"
"12653","","Human","01926780","NEULEPTIL 5MG CAPSULES","","N","73820","1","05-MAY-2015","0106194002"
"12654","","Human","01926829","FLAGYSTATIN VAGINAL OVULE","","N","73821","2","15-OCT-2008","0202573001"
"12662","","Human","01962817","ZOLOFT CAP 50MG","","N","73830","1","19-SEP-2005","0123417001"
"12664","","Human","00888346","FENTANYL CITRATE INJECTION","","N","73832","1","13-AUG-2010","0123302002"
"12669","","Human","01913425","NOVO-DOXEPIN","","N","73837","1","24-AUG-2015","0107703001"
"12670","","Human","01913433","NOVO-DOXEPIN","","N","73838","1","21-AUG-2015","0107703002"
"12671","","Human","01913441","NOVO-DOXEPIN","","N","73839","1","29-APR-2015","0107703003"
"12672","","Human","01913468","NOVO-DOXEPIN","","N","73840","1","29-APR-2015","0107703005"
"12673","","Human","01913476","NOVO-DOXEPIN","","N","73841","1","29-APR-2015","0107703004"
"12674","","Human","01913530","GENTAMICIN SULFATE IN 0.9% SODIUM CHLORIDE INJECTION","","N","73842","2","06-AUG-2015","0222855003"
"12681","","Human","00782394","DOPAMINE HYDROCHLORIDE AND 5% DEXTROSE INJECTION USP","","N","73849","2","29-NOV-2007","0217918002"
"12688","","Veterinary","01909975","HEARTGARD-30 PLUS","","N","73861","2","21-SEP-2010","0231434003"
"12689","","Veterinary","01909983","HEARTGARD-30 PLUS","","N","73862","2","21-SEP-2010","0231434002"
"12690","","Veterinary","01909991","HEARTGARD-30 PLUS","","N","73863","2","21-SEP-2010","0231434001"
"12697","","Human","00497304","PHENYTOIN SODIUM INJ 50MG/ML USP","","N","73870","1","29-APR-2015","0101375003"
"12699","","Human","00854409","RATIO-LACTULOSE","","N","73872","1","22-SEP-2015","0113020001"
"127","","Veterinary","00097330","DUSTING POWDER CONTAINING SEVIN 5%","","N","04437","1","01-OCT-2010","0107498001"
"12701","","Human","00869317","MORPHINE FORTE INJECTION 25MG/ML USP","","N","73874","1","29-APR-2015","0104545005"
"12702","","Human","00869325","MORPHINE EXTRA FORTE INJECTION 50MG/ML USP","","N","73875","1","29-APR-2015","0104545006"
"12711","","Human","01927981","3.3% DEXTROSE AND 0.3% SODIUM CHLORIDE INJECTION USP","","N","73886","2","29-APR-2015","0200203006"
"12713","","Human","01930087","GERMI STAT GEL 4%","","N","73889","1","18-JUL-2012","0107629001"
"12717","","Human","01938886","VICKS PEDIATRIC FORMULA 44E LIQ","","N","73896","2","30-NOV-2005","0200826002"
"12718","","Human","01938894","VICKS PEDIATRIC FORMULA 44M LIQ","","N","73897","3","30-NOV-2005","0315268002"
"12719","","Human","01938908","VICKS PEDIATRIC FORMULA 44D LIQ","","N","73898","2","25-FEB-2000","0214697003"
"12720","","Human","01938916","VICKS PEDIATRIC FORMULA 44 LIQ","","N","73899","1","06-APR-2000","0100807003"
"12722","","Human","01938940","VICKS FORMULA 44M LIQ","","N","73902","4","22-JUN-2006","0414717001"
"12723","","Human","01938959","VICKS CUSTOM CARE DRY COUGH","","N","73903","1","29-APR-2015","0100807008"
"12728","","Human","01949055","MORPHINE-EPD INJECTION 1MG/ML USP","","N","73913","1","29-APR-2015","0104545004"
"12741","","Human","01931628","ISOLYTE S (MULTI-ELECTROLYTE INJECTION)","","N","73930","5","29-APR-2015","0500064002"
"12743","","Human","01946986","UNISOM","","N","73933","1","22-OCT-2012","0102639001"
"12744","","Human","01946994","UNISOM-2 TABLETS","","N","73934","1","05-MAY-2015","0117369001"
"12745","","Human","01947931","DUVOID TABLETS 25 MG","","N","73935","1","30-NOV-2009","0107779004"
"12746","","Human","01947958","DUVOID TABLETS 10 MG","","N","73936","1","02-NOV-2009","0107779001"
"1275","","Human","00029246","DELATESTRYL","","N","38398","1","26-MAR-2015","0106403001"
"12753","","Human","01926462","VITAMIN A ACID 0.01% GEL","","N","73943","1","15-MAY-2013","0112395003"
"12754","","Human","01926470","VITAMIN A ACID 0.025% GEL","","N","73944","1","15-MAY-2013","0112395002"
"12757","","Human","00885754","APO-GAIN LIQ 20MG/ML","","N","73947","1","09-SEP-2014","0114429001"
"12763","","Human","01945904","ANUSOL PLUS SUPPOSITORIES","","N","73953","2","29-APR-2015","0214197001"
"12764","","Human","01945912","ANUSOL PLUS OINTMENT","","N","73954","2","29-APR-2015","0214197002"
"12767","","Disinfectant","01963996","METRICIDE","","N","73957","1","16-APR-2009","0108829004"
"12768","","Disinfectant","01964461","METRICIDE 28","","N","73958","1","17-APR-2015","0108829004"
"12770","","Disinfectant","01964496","METRICIDE PLUS 30","","N","73960","1","17-APR-2015","0108829002"
"12779","","Human","01984853","BIAXIN BID","","N","73976","1","29-APR-2015","0123752001"
"12787","","Human","01927922","10% DEXTROSE AND 0.9% SODIUM CHLORIDE INJECTION USP","","N","73987","2","29-APR-2015","0200203005"
"12788","","Human","01928775","BALMINIL DM  (3MG/ML SUCROSE FREE)","","N","73994","1","29-APR-2015","0100807001"
"12794","","Veterinary","01939777","DEXTROSE LIQ 50%","","N","74001","1","03-SEP-2004","0102181001"
"12795","","Veterinary","01939785","BLOAT AID LIQ 60MG/30ML","","N","74002","1","28-JUN-2000","0104351001"
"12796","","Veterinary","01939793","PEN G INJECTION","","N","74003","1","11-AUG-2011","0105890001"
"12797","","Veterinary","01941178","SCOUR TREAT LIQ","","N","74006","3","09-SEP-1999","0331435001"
"12798","","Veterinary","01941577","GENTLE IODINE SPRAY","","N","74007","1","27-OCT-2002","0107785003"
"12799","","Veterinary","01941593","WOUND TREATMENT","TOPICAL SPRAY SOLUTION","N","74008","2","29-APR-2015","0209077001"
"128","","Veterinary","00097144","EGG SHELL GERMICIDE 5%","","N","04438","1","01-OCT-2010","0105374001"
"12801","","Veterinary","01941666","UDDER OINTMENT","","N","74011","5","11-AUG-2000","0515470001"
"12802","","Veterinary","01941852","FERROFAX INJ 100MG/ML","","N","74012","1","13-AUG-2003","0108536004"
"12803","","Human","00792942","PMS-OXTRIPHYLLINE ELIXIR","","N","74013","2","05-SEP-2008","0213951001"
"1281","","Human","00202045","MAGNOLAX","","N","38447","2","17-JUL-2012","0236761001"
"12818","","Human","01918311","COUMADIN TAB 1MG","","N","74038","1","24-AUG-2011","0104597002"
"12819","","Human","01918354","COUMADIN TAB 5MG","","N","74039","1","24-AUG-2011","0104597001"
"12827","","Veterinary","01957341","V-LYTES HE (WATER SOLUBLE NUTRIENT, ELECTROLYTE POWDER FOR ORAL USE IN CALVES)","","N","74052","7","02-JUL-2008","0721887004"
"12837","","Human","01926691","CALCIMAR SOLUTION INJ 200UNIT/ML","","N","74064","1","20-MAR-2008","0111011001"
"12839","","Human","01946323","APO-ZIDOVUDINE","","N","74066","1","07-OCT-2014","0122716002"
"12840","","Veterinary","01968327","COMPONENT E-H IMPLANTS","","N","74067","2","05-MAY-2015","0206398001"
"12843","","Human","00626600","ODAN-SPOR-HC","","N","74070","3","21-OCT-2015","0305646001"
"12845","","Human","01927604","MYOCHRYSINE","","N","74072","1","14-MAY-2009","0107427001"
"12846","","Human","01927612","MYOCHRYSINE","","N","74073","1","23-MAR-2009","0107427002"
"1285","","Human","00232351","VALISONE-G OINTMENT","","N","38521","2","29-APR-2015","0205697001"
"1286","","Human","00232378","TEVA-PREDNISONE","","N","38522","1","12-JUN-2015","0106321002"
"12861","CAT IV - ANTISEPTIC SKIN CLEANSERS","Human","01975242","GERMI-STAT 0.5% ANTISEPTIC PREP GEL","","N","74090","2","18-JUL-2012","0213979002"
"12862","","Human","00550507","RATIO-TRIACOMB","","N","74091","4","29-APR-2015","0405625002"
"12864","","Human","00874426","CETRIMIDE CREAM 0.5%","","N","74093","1","13-APR-1999","0106863001"
"12865","","Human","01959352","GLYBURIDE-2.5 TAB 2.5MG","","N","74094","1","10-MAR-2006","0108708002"
"12867","","Veterinary","01910043","EQUICAINE","","N","74096","1","06-MAY-2015","0100583002"
"12869","","Veterinary","01913026","CESTEX","","N","74098","1","16-MAR-2016","0122854003"
"12874","","Veterinary","00746177","KETAMALT","","N","74103","8","23-APR-2010","0823929001"
"12875","","Human","00641324","ODAN-ERYTHROMYCIN","","N","74104","1","25-SEP-2015","0105708001"
"12877","","Human","00582883","PMS-BISACODYL","SUPPOSITORIES","N","74106","1","29-APR-2015","0101506002"
"12879","","Human","01947826","TEVA-TIMOLOL","","N","74108","1","24-AUG-2015","0110849003"
"12880","","Human","01947818","TEVA-TIMOLOL","","N","74109","1","24-AUG-2015","0110849001"
"12887","","Human","01947923","DUVOID TABLETS 50 MG","","N","74117","1","19-AUG-2010","0107779003"
"12889","","Human","01953583","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP","","N","74122","1","29-APR-2015","0131436001"
"12892","","Veterinary","01950150","VITAMIN K1 INJECTION","","N","74125","1","27-JUL-2011","0108526001"
"129","","Veterinary","00097403","GERME ZONE","","N","04439","5","05-JUL-1999","0500219001"
"1290","","Human","00037605","MICRONOR TABLETS 28-DAY","","N","38552","1","23-MAR-2006","0106372001"
"12901","","Veterinary","01941437","VITAMINS AD INJ LIQ","","N","74135","2","18-AUG-1999","0208056014"
"12918","","Veterinary","00813540","ANTIROBE","","N","74154","1","23-NOV-2015","0105830006"
"12920","","Veterinary","01939769","COPPERSEPT LIQ 37.5%","","N","74157","1","18-AUG-1999","0107806001"
"12921","","Veterinary","01939807","SODIUM SULFAMETHAZINE LIQ 25%","","N","74158","1","26-APR-2005","0106060002"
"12922","","Veterinary","01941119","DP BOOSTER PWS","","N","74159","12","15-AUG-2011","1213487001"
"12923","","Veterinary","01941151","STRESS-LYTE PWS","","N","74160","12","23-MAR-2005","1223140001"
"12924","","Veterinary","01941569","CAL MAG PHOS (STERILE INJECTION)","","N","74161","4","28-MAY-2009","0400346003"
"12925","","Human","01944355","COMBANTRIN ORAL SUSPENSION 50MG/ML","","N","74162","1","29-APR-2015","0108709001"
"12926","","Human","01944363","COMBANTRIN TAB 125MG","","N","74163","1","29-APR-2015","0108709003"
"1293","","Human","00232807","TEVA-CHLORPROMAZINE","","N","38587","1","29-APR-2015","0106167005"
"12930","","Veterinary","01971247","MAG CAL","","N","74168","4","26-APR-2005","0423892001"
"12931","","Veterinary","01981404","BRIODINE","","N","74169","2","04-JUN-2012","0220699001"
"12932","","Veterinary","01985272","CALCIUM BOROGLUCONATE 23% LIQ","","N","74170","1","20-JUL-2004","0108571001"
"12933","","Veterinary","01985280","CALCIUM BOROGLUCONATE 23% STERILE INJECTION","","N","74171","1","20-JUL-2004","0108571001"
"12938","","Human","00878928","NORVASC TAB 5MG","","N","74179","1","02-JUN-2011","0131437002"
"12939","","Human","00878936","NORVASC TAB 10MG","","N","74180","1","18-MAY-2011","0131437001"
"1294","","Human","00232823","TEVA-CHLORPROMAZINE","","N","38589","1","29-APR-2015","0106167006"
"12942","","Human","01934767","ROBAXACET-8","CAPLET","N","74184","3","21-NOV-2014","0317152001"
"12944","","Human","01934783","ROBAXISAL C 1/4","","N","74186","3","29-APR-2015","0301256003"
"12946","","Human","01934791","ROBAXISAL C 1/2","","N","74188","3","29-APR-2015","0301256001"
"12947","","Human","01939068","HUILE DE BAIN THERAPEUTIQUE","","N","74189","2","11-DEC-2013","0236767001"
"1295","","Human","00232831","TEVA-CHLORPROMAZINE","","N","38590","1","29-APR-2015","0106167002"
"12953","","Human","01945270","CILOXAN","","N","74196","1","19-FEB-2016","0123207004"
"12954","","Veterinary","01955551","SELON-E","","N","74197","2","25-FEB-2016","0207501001"
"12967","","Human","01946897","PMS DEXAMETHASONE ELIXIR 0.5MG/5ML","","N","74210","1","13-JUN-2013","0106303010"
"12968","","Human","01949047","MORPHINE-EPD INJECTION 0.5MG/ML USP","","N","74211","1","29-APR-2015","0104545007"
"12973","","Human","01941917","ELDOQUIN","","N","74216","1","29-APR-2015","0108649001"
"12988","","Human","01992872","CYCLEN TABLETS (28 DAY)","","N","74239","2","25-MAR-2009","0213627001"
"1299","","Human","00037435","NOVO-PHENYTOIN CAP 100MG","","N","38614","1","30-SEP-2010","0101375002"
"12990","","Human","00850314","MORPHINE SULFATE INJECTION 2MG/ML USP","","N","74241","1","29-APR-2015","0104545008"
"12991","","Human","00850322","MORPHINE SULFATE INJECTION 10MG/ML USP","","N","74242","1","23-SEP-2008","0104545001"
"12992","","Human","00850330","MORPHINE SULFATE INJECTION 15MG/ML USP","","N","74243","1","13-AUG-2008","0104545009"
"12993","","Human","00888354","IOPIDINE OPH SOL 1%","","N","74244","1","19-APR-2006","0122471001"
"12995","","Human","01926438","KIDROLASE","","N","74246","1","14-MAR-2016","0109328001"
"12996","","Human","01926845","FLAGYSTATIN CREAM","","N","74247","2","15-OCT-2008","0202573002"
"12997","","Human","01926861","FLAGYL CREAM 10%","","N","74248","1","15-OCT-2008","0102572004"
"12998","","Human","01968440","CYCLEN TABLETS (21 DAY)","","N","74249","2","22-MAR-2006","0213627001"
"12999","","Veterinary","01913034","CESTEX","","N","74250","1","05-MAY-2015","0122854004"
"130","","Veterinary","00097292","HOG DEWORMER 1.5%","","N","04440","1","01-OCT-2010","0107409001"
"13003","","Human","01939947","E-Z SCRUB 747 4%","","N","74254","1","15-FEB-2006","0107629001"
"13005","","Human","01944444","TARO SONE LOT 0.05%","","N","74257","1","18-SEP-2007","0106299002"
"13009","","Veterinary","01960873","CAL-PLUS","","N","74262","4","28-MAY-2009","0400346003"
"13018","","Human","00882666","BICART","","N","74279","1","08-JUN-2015","0104153006"
"13020","","Veterinary","01940279","E-SEL INJECTION","","N","74281","2","24-JUL-2000","0227144001"
"13021","","Human","01947796","TEVA-TIMOLOL","","N","74282","1","24-AUG-2015","0110849002"
"13027","","Veterinary","01941585","NEO-TET PWS","","N","74288","2","08-APR-2004","0231438001"
"13028","","Veterinary","01940295","OXY LP INJ 100MG/ML","","N","74289","1","08-JUL-2004","0105555002"
"13030","","Veterinary","01904779","VALBAZEN","","N","74291","1","05-MAY-2015","0121209003"
"13033","","Human","01927531","5% DEXTROSE AND 0.45% SODIUM CHLORIDE INJECTION USP","","N","74295","2","29-APR-2015","0200203002"
"13034","","Human","01931741","0.15% POTASSIUM CHLORIDE IN 3.3% DEXTROSE AND 0.30% SODIUM CHLORIDE INJECTION","","N","74296","3","30-APR-2015","0300097001"
"13037","","Human","00708917","PROVERA 2.5MG TABLETS","","N","74299","1","01-MAY-2009","0106339004"
"13039","","Human","00876550","SILACE SYR 20MG/5ML","","N","74301","1","28-JUN-2000","0104351003"
"13062","","Human","00892777","CONTACT","","N","74338","1","29-APR-2015","0106942004"
"13063","","Human","00498335","TREMYTOINE INJ 50MG/ML","","N","74339","1","12-APR-2006","0101375003"
"13074","","Human","00894079","PMS-ALUMINA MAG AND SIMETHICONE SUS","","N","74355","3","12-JUL-2012","0301453001"
"13075","","Human","01954237","PMS-PREDNISOLONE SOD PHOS OPH SOL FORTE 1%","","N","74357","1","19-APR-2005","0106288002"
"13077","","Human","01980696","MORPHINE SULFATE INJ 1MG/ML USP","","N","74359","1","29-APR-2015","0104545004"
"13078","","Human","01964437","MORPHINE SULFATE INJ 2MG/ML USP","","N","74360","1","29-APR-2015","0104545008"
"13079","","Human","01964429","MORPHINE SULFATE INJ 5MG/ML USP","","N","74361","1","29-APR-2015","0104545003"
"13090","","Human","01927825","ROVAMYCINE 250 CAPSULE 750000 UNIT","","N","74372","1","21-JUL-2015","0105795002"
"13092","","Human","00891797","PMS-DIAZEPAM SOLUTION 1MG/ML","","N","74374","1","22-JUL-2015","0103614004"
"131","","Veterinary","00097152","NEOMYCIN SOLUBLE POWDER 7.8GMS/OZ","","N","04441","1","09-AUG-2006","0105571001"
"13115","","Human","01980661","CORTAMED ONT 25 MG/GM","","N","74403","1","29-APR-2015","0131221005"
"13116","","Human","01980556","PENTAMYCETIN LIQ 2.5MG/ML","","N","74404","1","29-APR-2015","0151341012"
"13117","","Human","01980564","PENTAMYCETIN ONT 10MG/GM","","N","74405","1","29-APR-2015","0151341005"
"13120","","Human","01938371","SINUTAB ND EXTRA STRENGTH TAB","","N","74409","2","29-APR-2015","0216113003"
"13121","","Human","01968300","ACULAR LIQ 0.5%","","N","74410","1","06-AUG-2008","0121995003"
"13126","","Human","00888400","ZAROXOLYN","","N","74418","1","03-SEP-2009","0109680001"
"13132","","Human","01985604","YOHIMBINE-ODAN 6MG","","N","74426","1","20-AUG-2009","0117123001"
"13134","","Human","01975447","CLOXACILLIN SODIUM FOR INJECTION","","N","74428","1","29-APR-2015","0105904005"
"13140","","Human","01959034","ACT-HIB","","N","74434","2","04-JUL-2014","0240222003"
"13141","","Human","00627720","ODAN-CHLORAMPHENICOL","","N","74435","1","25-SEP-2015","0151341016"
"13146","","Human","00626597","ODAN-TROL","","N","74445","3","15-OCT-2015","0331346001"
